순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,홍창기,LG,0.328,32,138,121,1.14,8,1.15,4.17,0.080,106.4,0.307
2,이상호,LG,0.308,2,20,15,1.33,1,0.10,3.46,0.031,6.0,0.228
3,한석현,LG,0.286,3,3,6,0.50,0,0.43,4.31,0.190,4.3,0.292
4,김현수,LG,0.285,41,156,173,0.90,19,1.83,3.79,0.150,88.7,0.278
5,채은성,LG,0.276,36,89,118,0.75,7,0.48,3.88,0.176,64.6,0.275
6,오지환,LG,0.254,29,142,127,1.12,8,0.66,3.86,0.101,58.2,0.24
7,서건창,LG,0.253,32,154,155,0.99,4,0.88,3.93,0.090,65.6,0.243
8,유강남,LG,0.252,27,120,104,1.15,11,0.33,3.90,0.123,46.9,0.236
9,이재원,LG,0.247,11,30,39,0.77,0,0.29,4.18,0.136,19.8,0.238
10,라모스,LG,0.243,16,36,61,0.59,2,0.42,3.99,0.178,25.2,0.248
10,이영빈,LG,0.243,11,33,29,1.14,4,0.29,3.99,0.101,17.7,0.232
12,정주현,LG,0.238,11,56,50,1.12,1,0.75,3.79,0.099,20.3,0.231
13,문보경,LG,0.230,20,80,72,1.11,1,0.72,4.22,0.133,37.5,0.242
14,문성주,LG,0.228,2,26,21,1.24,1,0.47,3.79,0.051,7.5,0.206
15,김민성,LG,0.222,30,91,121,0.75,1,0.58,4.19,0.128,42.7,0.228
16,이형종,LG,0.218,21,46,76,0.61,3,0.52,4.12,0.172,30.9,0.247
17,이성우,LG,0.212,0,13,5,2.60,0,0.13,3.90,0.000,1.3,0.159
18,이천웅,LG,0.199,9,71,52,1.37,1,1.09,3.89,0.072,13.9,0.205
19,보어,LG,0.170,5,26,30,0.87,3,0.37,4.12,0.110,9.2,0.189
20,김주성,LG,0.167,1,1,1,1.00,0,0.33,4.29,0.500,1.3,0.295
21,김용의,LG,0.148,2,11,8,1.38,0,1.80,3.63,0.074,4.6,0.213
22,안익훈,LG,0.143,1,5,5,1.00,0,0.00,4.13,0.071,0.4,0.166
23,김재성,LG,0.138,4,11,33,0.33,0,0.38,3.58,0.108,3.2,0.155
24,구본혁,LG,0.132,2,12,16,0.75,0,0.43,4.58,0.053,2.1,0.138
25,신민재,LG,0.130,0,8,6,1.33,0,0.67,4.11,0.000,1.1,0.149
26,이주형,LG,0.125,0,2,5,0.40,0,0.14,3.95,0.000,0.4,0.131
27,손호영,LG,0.100,0,2,5,0.40,0,0.50,3.58,0.000,0.4,0.138
28,고우석,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김지용,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김진수,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김호은,LG,0.000,0,4,1,4.00,0,0.00,4.56,0.000,-0.8,0.0
28,류원석,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이상규,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이상영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이우찬,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이정용,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이찬혁,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,장준원,LG,0.000,0,1,2,0.50,0,-,1.00,0.000,-0.3,0.0
28,진해수,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,채원후,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최민창,LG,0.000,0,1,1,1.00,0,-,3.50,0.000,-0.2,0.0
28,최성훈,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
