선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
이영빈,2루수,-0.052,2022,40,LG,15,6,62,1,0,17,22,5,0.975,0,0,0,-
채은성,우익수,-0.062,2022,47,LG,8,1,33,0,0,6,0,0,1.000,0,0,0,-
이재원,우익수,-0.062,2022,35,LG,18,13,99 1/3,1,0,24,0,0,0.960,0,0,0,-
한석현,우익수,-0.069,2022,75,LG,2,1,12,0,0,3,0,0,1.000,0,0,0,-
이천웅,좌익수,-0.086,2022,51,LG,6,1,19,0,0,1,0,0,1.000,0,0,0,-
루이즈,2루수,-0.095,2022,59,LG,4,4,35,1,0,6,7,2,0.929,0,0,0,-
이상호,1루수,-0.138,2022,37,LG,16,1,31 1/3,0,0,23,1,4,1.000,0,0,0,-
이상호,유격수,-0.169,2022,46,LG,9,0,16,1,0,4,8,3,0.923,0,0,0,-
가르시아,3루수,-0.182,2022,59,LG,4,3,27 1/3,1,0,2,5,0,0.875,0,0,0,-
허도환,포수,-0.213,2022,14,LG,63,27,254 2/3,0,0,211,13,0,1.0,3,22,2,8.3
문보경,1루수,-0.238,2022,9,LG,68,19,257 2/3,2,0,238,20,26,0.992,0,0,0,-
김민성,2루수,-0.268,2022,51,LG,6,6,45,0,0,14,15,7,1.000,0,0,0,-
이재원,좌익수,-0.361,2022,22,LG,32,22,204 2/3,0,0,36,1,0,1.0,0,0,0,-
손호영,2루수,-0.412,2022,34,LG,20,19,146,5,0,35,41,14,0.938,0,0,0,-
서건창,2루수,-0.414,2022,14,LG,63,54,474,4,0,98,154,41,0.984,0,0,0,-
김현수,좌익수,-0.829,2022,7,LG,96,94,802 1/3,2,0,172,4,1,0.989,0,0,0,-
채은성,1루수,-0.912,2022,4,LG,121,120,935,10,0,896,53,90,0.99,0,0,0,-
신민재,2루수,,2022,80,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
박해민,1루수,,2022,80,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
문성주,중견수,,2022,80,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이영빈,우익수,,2022,80,LG,1,0,1,0,0,2,0,0,1.000,0,0,0,-
신민재,좌익수,,2022,65,LG,3,0,4 1/3,0,0,1,0,0,1.000,0,0,0,-
박재욱,포수,,2022,80,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
