선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박해민,중견수,2.591,2022,1,LG,144,142,1205,2,0,355,3,0,0.994,0,0,0,-
오지환,유격수,2.123,2022,2,LG,142,137,1167,16,0,210,359,83,0.973,0,0,0,-
유강남,포수,1.016,2022,3,LG,134,115,1008 1/3,7,1,821,71,8,0.992,4,91,19,17.3
문보경,3루수,0.824,2022,6,LG,97,94,749,4,0,40,135,20,0.978,0,0,0,-
문성주,우익수,0.478,2022,22,LG,32,26,242 1/3,0,0,53,2,0,1.0,0,0,0,-
문성주,좌익수,0.248,2022,25,LG,28,23,213,0,0,71,2,0,1.0,0,0,0,-
홍창기,중견수,0.181,2022,37,LG,16,2,44,0,0,14,0,0,1.000,0,0,0,-
이영빈,유격수,0.178,2022,30,LG,23,3,62,1,0,11,24,4,0.972,0,0,0,-
홍창기,좌익수,0.178,2022,56,LG,5,2,25 2/3,0,0,10,0,0,1.000,0,0,0,-
루이즈,3루수,0.154,2022,33,LG,22,20,174,2,0,19,31,3,0.962,0,0,0,-
신민재,중견수,0.112,2022,59,LG,4,0,8,0,0,4,0,0,1.000,0,0,0,-
송찬의,우익수,0.102,2022,51,LG,6,4,34,0,0,10,0,0,1.000,0,0,0,-
이형종,우익수,0.091,2022,56,LG,5,2,22 2/3,0,0,7,1,1,1.000,0,0,0,-
이상호,2루수,0.088,2022,22,LG,32,8,123,2,0,27,43,8,0.972,0,0,0,-
이형종,1루수,0.083,2022,65,LG,3,1,12,0,0,11,0,0,1.000,0,0,0,-
홍창기,우익수,0.081,2022,5,LG,104,97,828 2/3,1,0,165,6,3,0.994,0,0,0,-
송찬의,2루수,0.076,2022,37,LG,16,13,105,4,0,34,38,10,0.947,0,0,0,-
손호영,3루수,0.048,2022,65,LG,3,0,6,0,0,0,2,0,1.000,0,0,0,-
가르시아,2루수,0.048,2022,21,LG,35,34,297,5,0,58,87,14,0.967,0,0,0,-
한석현,중견수,0.047,2022,65,LG,3,0,10,0,0,2,0,0,1.000,0,0,0,-
한석현,좌익수,0.046,2022,80,LG,1,0,5,0,0,2,0,0,1.000,0,0,0,-
이재원,중견수,0.037,2022,65,LG,3,0,6,0,0,4,1,1,1.000,0,0,0,-
이영빈,1루수,0.032,2022,51,LG,6,2,20,0,0,19,0,2,1.000,0,0,0,-
손호영,1루수,0.030,2022,75,LG,2,0,4,0,0,5,1,0,1.000,0,0,0,-
김기연,포수,0.029,2022,43,LG,12,1,24,0,0,12,0,0,1.000,0,0,0,-
안익훈,중견수,0.024,2022,59,LG,4,0,8,0,0,3,0,0,1.000,0,0,0,-
이상호,3루수,0.022,2022,56,LG,5,2,18 1/3,1,0,3,7,1,0.909,0,0,0,-
이천웅,중견수,0.003,2022,65,LG,3,0,5,0,0,3,0,0,1.000,0,0,0,-
최민창,중견수,0.000,2022,80,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
최민창,좌익수,-0.001,2022,65,LG,3,0,8,0,0,2,0,0,1.000,0,0,0,-
김호은,1루수,-0.002,2022,80,LG,1,0,3,0,0,2,0,1,1.000,0,0,0,-
안익훈,우익수,-0.004,2022,49,LG,7,0,11,0,0,3,0,0,1.000,0,0,0,-
가르시아,유격수,-0.012,2022,75,LG,2,1,6,0,0,0,3,2,1.000,0,0,0,-
송찬의,1루수,-0.031,2022,47,LG,8,1,24,0,0,22,2,6,1.000,0,0,0,-
손호영,유격수,-0.032,2022,41,LG,13,3,37,0,0,6,15,2,1.000,0,0,0,-
최민창,우익수,-0.033,2022,80,LG,1,0,4,0,0,0,0,0,-,0,0,0,-
안익훈,좌익수,-0.037,2022,65,LG,3,0,6,0,0,1,0,0,1.000,0,0,0,-
김민성,3루수,-0.048,2022,8,LG,79,25,313 1/3,3,0,19,46,3,0.956,0,0,0,-
