순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,오지환,LG,141,28,20,8,71.4,9,1
2,홍창기,LG,135,16,11,5,68.8,4,1
3,신민재,LG,68,10,8,2,80.0,1,0
3,이천웅,LG,89,13,8,5,61.5,7,0
3,정주현,LG,134,15,8,7,53.3,7,1
6,김용의,LG,101,10,7,3,70.0,1,0
6,정근우,LG,72,9,7,2,77.8,2,0
8,손호영,LG,23,5,5,0,100,1,0
9,김민성,LG,87,3,2,1,66.7,2,0
9,라모스,LG,117,2,2,0,100,4,0
9,박용택,LG,97,2,2,0,100,1,0
12,유강남,LG,137,2,1,1,50.0,3,0
12,이형종,LG,81,1,1,0,100,4,0
12,한석현,LG,9,1,1,0,100,0,0
15,구본혁,LG,125,0,0,0,-,1,1
15,김대현,LG,1,0,0,0,-,0,0
15,김현수,LG,142,2,0,2,0.0,4,0
15,김호은,LG,69,0,0,0,-,1,0
15,남호,LG,1,0,0,0,-,0,0
15,류원석,LG,1,0,0,0,-,0,0
15,박재욱,LG,15,0,0,0,-,0,0
15,박지규,LG,4,0,0,0,-,0,0
15,백승현,LG,27,0,0,0,-,1,0
15,백청훈,LG,1,0,0,0,-,0,0
15,송은범,LG,4,0,0,0,-,0,0
15,양석환,LG,40,0,0,0,-,1,0
15,이성우,LG,72,0,0,0,-,3,0
15,이우찬,LG,1,0,0,0,-,0,0
15,이재원,LG,16,0,0,0,-,0,0
15,이정용,LG,1,0,0,0,-,0,0
15,이찬혁,LG,1,0,0,0,-,0,0
15,장준원,LG,46,0,0,0,-,0,1
15,전민수,LG,4,0,0,0,-,0,0
15,정우영,LG,2,0,0,0,-,0,0
15,진해수,LG,1,0,0,0,-,0,0
15,채은성,LG,109,3,0,3,0.0,4,0
15,최동환,LG,3,0,0,0,-,0,0
15,최성훈,LG,3,0,0,0,-,0,0
15,최재원,LG,6,0,0,0,-,0,0
