순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,박해민,LG,78,33,26,7,78.8,2,3
2,신민재,LG,76,29,24,5,82.8,2,0
3,문성주,LG,75,20,13,7,65.0,5,0
4,오지환,LG,54,14,11,3,78.6,1,0
5,오스틴,LG,77,13,10,3,76.9,5,1
6,최승민,LG,29,14,8,6,57.1,1,1
6,홍창기,LG,74,16,8,8,50.0,4,1
8,최원영,LG,23,8,5,3,62.5,1,1
9,구본혁,LG,70,6,3,3,50.0,0,0
9,문보경,LG,78,8,3,5,37.5,1,2
11,김현수,LG,75,3,2,1,66.7,2,1
11,안익훈,LG,14,2,2,0,100,0,0
13,김대원,LG,6,1,1,0,100,0,0
13,박동원,LG,68,1,1,0,100,2,0
15,김대현,LG,2,0,0,0,-,0,0
15,김민수,LG,6,0,0,0,-,0,0
15,김범석,LG,38,0,0,0,-,1,0
15,김성진,LG,1,0,0,0,-,0,0
15,김주성,LG,8,0,0,0,-,0,0
15,김진성,LG,1,0,0,0,-,0,0
15,김태우,LG,4,0,0,0,-,0,0
15,김현종,LG,15,0,0,0,-,0,0
15,송찬의,LG,3,0,0,0,-,0,0
15,유영찬,LG,2,0,0,0,-,0,0
15,이지강,LG,1,0,0,0,-,0,0
15,전준호,LG,3,0,0,0,-,0,0
15,최동환,LG,1,0,0,0,-,0,0
15,최명경,LG,1,0,0,0,-,0,0
15,함창건,LG,3,0,0,0,-,0,0
15,허도환,LG,37,0,0,0,-,2,0
