순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,강태율,롯데,0.455,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,1.000,0.667,1.667,0,0.25,0.5
2,신윤후,롯데,0.429,5,8,7,2,3,0,0,0,3,2,0,0,1,0,0,0,0,0.429,0.500,0.929,0,0.5,0.0
3,손아섭,롯데,0.352,141,611,540,98,190,43,0,11,266,85,1,7,61,4,2,56,9,0.493,0.415,0.908,59,0.333,0.667
4,오윤석,롯데,0.298,63,197,168,31,50,7,1,4,71,32,1,2,24,0,2,47,2,0.423,0.388,0.811,12,0.378,0.25
5,정훈,롯데,0.295,111,476,410,72,121,19,1,11,175,58,2,4,56,0,4,85,8,0.427,0.382,0.809,36,0.357,0.0
6,이대호,롯데,0.292,144,611,542,67,158,27,0,20,245,110,0,11,53,9,5,68,21,0.452,0.354,0.806,40,0.323,0.667
7,안치홍,롯데,0.286,124,460,412,49,118,28,0,8,170,54,4,2,35,2,7,47,11,0.413,0.351,0.764,30,0.288,0.286
8,마차도,롯데,0.280,144,560,486,79,136,31,1,12,205,67,4,8,54,2,8,60,20,0.422,0.356,0.778,36,0.281,0.0
9,전준우,롯데,0.279,143,628,562,95,157,34,1,26,271,96,3,3,52,0,8,79,21,0.482,0.347,0.829,42,0.272,0.667
10,한동희,롯데,0.278,135,531,461,62,128,22,0,17,201,67,5,3,57,0,5,97,15,0.436,0.361,0.797,34,0.243,0.5
11,이병규,롯데,0.274,53,194,164,28,45,4,0,9,76,32,0,1,28,0,1,55,5,0.463,0.381,0.844,11,0.326,0.25
12,김재유,롯데,0.259,68,133,116,20,30,1,0,1,34,9,2,0,12,0,3,35,2,0.293,0.344,0.637,6,0.244,0.3
13,김민수,롯데,0.250,3,10,8,1,2,0,0,0,2,0,0,0,2,0,0,4,0,0.250,0.400,0.650,1,0.333,0.0
13,지시완,롯데,0.250,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0.250,0.455,0.705,0,0.5,0.0
15,민병헌,롯데,0.233,109,342,309,42,72,12,0,2,90,23,5,2,21,1,5,62,12,0.291,0.291,0.582,16,0.175,0.182
16,김준태,롯데,0.225,128,369,306,38,69,12,2,5,100,43,3,3,56,0,1,64,5,0.327,0.344,0.671,17,0.267,0.2
17,김동한,롯데,0.221,82,73,68,23,15,5,0,0,20,5,0,0,5,0,0,8,2,0.294,0.274,0.568,1,0.13,0.083
18,신본기,롯데,0.217,81,123,106,18,23,1,0,2,30,12,1,1,14,0,1,22,3,0.283,0.311,0.594,4,0.393,0.1
19,강로한,롯데,0.190,16,26,21,6,4,0,0,0,4,1,0,0,4,0,1,6,0,0.190,0.346,0.536,0,0.111,0.0
20,허일,롯데,0.179,60,95,84,5,15,4,0,1,22,6,2,0,8,0,1,29,4,0.262,0.258,0.520,0,0.182,0.063
21,정보근,롯데,0.150,85,152,133,9,20,2,0,0,22,5,6,1,11,0,1,32,7,0.165,0.219,0.384,3,0.129,0.0
22,추재현,롯데,0.125,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0.125,0.250,0.375,0,0.0,0.2
23,고효준,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,구승민,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김강현,롯데,0.000,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.250,0.250,0,0.0,0.0
23,김대우,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김원중,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,배성근,롯데,0.000,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
23,오현택,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이인복,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이호연,롯데,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,진명호,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
