선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
신윤후,좌익수,-0.039,2023,43,롯데,17,5,60,2,0,13,0,0,0.867,0,0,0,-
김민수,2루수,-0.041,2023,82,롯데,1,0,2,0,0,0,1,1,1.000,0,0,0,-
이학주,3루수,-0.049,2023,15,롯데,53,13,162 2/3,3,0,16,35,4,0.944,0,0,0,-
배영빈,2루수,-0.064,2023,62,롯데,5,0,6,1,0,1,1,0,0.667,0,0,0,-
김민수,1루수,-0.072,2023,56,롯데,9,6,48,0,0,39,1,6,1.000,0,0,0,-
박승욱,1루수,-0.082,2023,72,롯데,2,0,2,0,0,1,0,0,1.000,0,0,0,-
김민수,3루수,-0.09,2023,52,롯데,11,8,69,2,0,5,12,2,0.895,0,0,0,-
윤동희,좌익수,-0.101,2023,59,롯데,8,2,23 1/3,0,0,4,0,0,1.000,0,0,0,-
구드럼,좌익수,-0.104,2023,82,롯데,1,1,6,0,0,0,0,0,-,0,0,0,-
구드럼,우익수,-0.11,2023,82,롯데,1,1,5,0,0,3,0,0,1.000,0,0,0,-
고승민,좌익수,-0.111,2023,72,롯데,2,2,14,0,0,3,0,0,1.000,0,0,0,-
이정훈,1루수,-0.123,2023,68,롯데,3,2,17,0,0,15,3,1,1.000,0,0,0,-
구드럼,3루수,-0.123,2023,23,롯데,38,29,274,8,0,21,51,4,0.9,0,0,0,-
정대선,2루수,-0.139,2023,41,롯데,18,11,101,0,0,14,26,6,1.000,0,0,0,-
전준우,1루수,-0.163,2023,68,롯데,3,3,26 2/3,1,0,27,2,2,0.967,0,0,0,-
이학주,2루수,-0.17,2023,65,롯데,4,1,9,1,0,5,2,2,0.875,0,0,0,-
구드럼,2루수,-0.173,2023,82,롯데,1,1,8,1,0,2,1,1,0.750,0,0,0,-
이정훈,좌익수,-0.203,2023,52,롯데,11,9,63,1,0,18,0,0,0.947,0,0,0,-
렉스,좌익수,-0.204,2023,41,롯데,18,17,134,0,0,30,1,1,1.000,0,0,0,-
렉스,우익수,-0.255,2023,36,롯데,23,23,189 1/3,2,0,31,0,0,0.939,0,0,0,-
윤동희,중견수,-0.275,2023,47,롯데,14,8,69 1/3,1,0,22,0,0,0.957,0,0,0,-
박승욱,3루수,-0.351,2023,22,롯데,39,22,190 2/3,2,0,8,29,1,0.949,0,0,0,-
구드럼,유격수,-0.371,2023,47,롯데,14,13,90,4,0,13,26,3,0.907,0,0,0,-
전준우,좌익수,-0.383,2023,20,롯데,44,40,309 1/3,1,0,74,2,0,0.987,0,0,0,-
안치홍,1루수,-0.519,2023,26,롯데,34,22,211,2,0,201,11,18,0.991,0,0,0,-
고승민,1루수,-0.606,2023,12,롯데,62,54,449 2/3,2,0,390,37,32,0.995,0,0,0,-
한동희,1루수,-0.692,2023,38,롯데,22,10,107 2/3,3,0,99,5,11,0.972,0,0,0,-
한동희,3루수,-0.814,2023,6,롯데,77,72,574,9,0,43,96,7,0.939,0,0,0,-
정훈,1루수,-1.411,2023,9,롯데,66,47,410 1/3,5,0,344,23,30,0.987,0,0,0,-
김민석,중견수,-1.567,2023,1,롯데,125,107,933 2/3,1,0,243,3,0,0.996,0,0,0,-
장두성,좌익수,,2023,61,롯데,6,0,7,0,0,2,0,0,1.000,0,0,0,-
김동혁,좌익수,,2023,82,롯데,1,0,1,0,0,0,0,0,-,0,0,0,-
김동혁,중견수,,2023,72,롯데,2,0,2,0,0,0,0,0,-,0,0,0,-
