선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
유강남,포수,2.56,2023,2,롯데,109,98,821,4,0,714,60,2,0.995,9,71,20,22.0
정보근,포수,0.673,2023,17,롯데,51,23,228 2/3,1,1,191,24,3,0.995,2,14,8,36.4
노진혁,유격수,0.559,2023,3,롯데,107,95,827,11,0,142,220,50,0.971,0,0,0,-
손성빈,포수,0.548,2023,20,롯데,44,20,201 2/3,1,1,166,13,1,0.994,2,3,7,70.0
황성빈,좌익수,0.479,2023,14,롯데,60,36,337,1,0,96,2,0,0.99,0,0,0,-
박승욱,유격수,0.355,2023,38,롯데,22,15,134,1,0,25,47,11,0.986,0,0,0,-
안권수,좌익수,0.338,2023,13,롯데,61,32,312 2/3,3,0,92,4,0,0.97,0,0,0,-
안권수,우익수,0.247,2023,33,롯데,27,18,157,0,0,46,1,1,1.000,0,0,0,-
지시완,포수,0.184,2023,72,롯데,2,2,15,0,0,10,5,0,1.000,0,1,2,66.7
윤동희,우익수,0.176,2023,4,롯데,94,79,716 1/3,3,0,156,2,0,0.981,0,0,0,-
황성빈,우익수,0.154,2023,72,롯데,2,1,9,0,0,3,0,0,1.000,0,0,0,-
황성빈,중견수,0.152,2023,47,롯데,14,9,68 2/3,0,0,21,0,0,1.000,0,0,0,-
장두성,중견수,0.124,2023,45,롯데,15,1,43,0,0,10,0,0,1.000,0,0,0,-
배영빈,유격수,0.071,2023,54,롯데,10,5,43,1,0,6,12,2,0.947,0,0,0,-
서동욱,우익수,0.063,2023,62,롯데,5,4,25,0,0,5,0,0,1.000,0,0,0,-
김동혁,우익수,0.06,2023,56,롯데,9,2,18,0,0,4,0,0,1.000,0,0,0,-
박승욱,2루수,0.06,2023,6,롯데,77,44,447 1/3,8,0,104,165,38,0.971,0,0,0,-
신윤후,중견수,0.054,2023,65,롯데,4,1,12,0,0,5,0,0,1.000,0,0,0,-
안권수,중견수,0.033,2023,29,롯데,30,18,143 2/3,0,0,48,1,0,1.000,0,0,0,-
배영빈,3루수,0.028,2023,72,롯데,2,0,2,0,0,1,1,0,1.000,0,0,0,-
안치홍,2루수,0.023,2023,5,롯데,93,87,699,2,0,175,209,40,0.995,0,0,0,-
윤수녕,좌익수,0.007,2023,82,롯데,1,0,3,0,0,1,0,0,1.000,0,0,0,-
국해성,좌익수,0.003,2023,82,롯데,1,0,2,0,0,0,0,0,-,0,0,0,-
고승민,우익수,0.003,2023,29,롯데,30,15,141 2/3,0,0,24,0,0,1.0,0,0,0,-
장두성,우익수,-0.001,2023,82,롯데,1,0,1,0,0,0,0,0,-,0,0,0,-
서동욱,포수,-0.013,2023,82,롯데,1,1,6,0,0,5,0,0,1.000,0,2,0,0.0
윤수녕,우익수,-0.036,2023,72,롯데,2,1,10,0,0,1,0,0,1.000,0,0,0,-
이학주,유격수,-0.037,2023,15,롯데,53,16,178 1/3,5,0,30,56,11,0.945,0,0,0,-
