순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,전준우,롯데,0.348,144,619,552,88,192,46,0,7,259,92,1,8,53,0,5,71,10,0.469,0.405,0.874,53,0.416,0.6
2,손아섭,롯데,0.319,139,610,542,88,173,29,2,3,215,58,3,1,61,3,3,67,15,0.397,0.390,0.787,58,0.318,0.0
3,손성빈,롯데,0.316,20,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0.316,0.409,0.725,1,0.0,0.25
4,안치홍,롯데,0.306,119,490,421,58,129,30,2,10,193,82,5,9,52,2,3,58,10,0.458,0.379,0.837,38,0.359,0.5
5,정훈,롯데,0.292,135,561,486,70,142,27,1,14,213,79,1,3,68,8,3,89,6,0.438,0.380,0.818,42,0.24,0.167
6,김재유,롯데,0.287,87,192,174,27,50,8,0,1,61,18,4,0,10,0,4,36,1,0.351,0.340,0.691,10,0.462,0.421
7,이대호,롯데,0.286,114,465,420,39,120,11,0,19,188,81,0,6,34,3,5,50,12,0.448,0.342,0.790,36,0.256,0.143
8,마차도,롯데,0.279,134,539,466,83,130,21,1,5,168,58,4,7,58,1,4,65,9,0.361,0.359,0.720,27,0.339,0.0
9,정보근,롯데,0.278,11,20,18,0,5,0,0,0,5,0,0,0,2,0,0,2,1,0.278,0.350,0.628,1,0.0,0.0
10,한동희,롯데,0.267,129,496,424,54,113,24,0,17,188,69,1,4,61,1,6,95,21,0.443,0.364,0.807,32,0.252,0.5
11,신윤후,롯데,0.261,71,136,119,23,31,5,2,1,43,6,2,1,11,0,3,20,2,0.361,0.336,0.697,8,0.192,0.167
12,추재현,롯데,0.252,95,300,262,37,66,15,0,5,96,26,5,0,26,0,7,57,3,0.366,0.336,0.702,17,0.254,0.0
13,김주현,롯데,0.250,8,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0.250,0.294,0.544,0,0.0,0.0
14,김민수,롯데,0.241,82,224,199,19,48,11,1,3,70,25,3,1,18,0,3,62,4,0.352,0.312,0.664,14,0.241,0.091
15,지시완,롯데,0.241,73,187,166,23,40,9,0,7,70,26,2,0,14,0,5,54,6,0.422,0.319,0.741,9,0.212,0.0
16,이병규,롯데,0.235,29,43,34,4,8,0,0,0,8,4,0,0,8,0,1,14,2,0.235,0.395,0.630,0,0.357,0.25
17,안중열,롯데,0.232,58,157,125,19,29,5,0,3,43,16,3,1,27,0,1,25,1,0.344,0.370,0.714,7,0.275,0.5
18,이호연,롯데,0.222,7,11,9,0,2,0,0,0,2,1,0,1,1,0,0,1,1,0.222,0.273,0.495,1,0.0,0.0
18,장두성,롯데,0.222,43,41,36,12,8,2,1,0,12,4,0,0,5,0,0,12,0,0.333,0.317,0.650,0,0.1,0.5
20,배성근,롯데,0.204,78,109,93,21,19,4,0,1,26,9,2,0,14,0,0,36,1,0.280,0.308,0.588,2,0.265,0.25
21,나승엽,롯데,0.204,60,128,113,16,23,2,0,2,31,10,0,1,14,0,0,33,1,0.274,0.289,0.563,4,0.148,0.214
22,민병헌,롯데,0.190,14,49,42,5,8,3,0,0,11,2,1,0,6,0,0,11,2,0.262,0.292,0.554,0,0.273,0.5
23,강로한,롯데,0.121,21,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0.303,0.171,0.474,1,0.111,0.0
24,최민재,롯데,0.080,21,27,25,2,2,1,0,0,3,2,0,0,2,0,0,8,1,0.120,0.148,0.268,0,0.286,0.333
25,강태율,롯데,0.077,19,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0.231,0.194,0.425,0,0.111,0.0
26,강윤구,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,김원중,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,김유영,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,나균안,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,나원탁,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
26,송재영,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,오현택,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,이인복,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,이주찬,롯데,0.000,3,8,7,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0.000,0.000,0.000,0,0.0,0.0
26,최종은,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
