선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
신본기,유격수,0.572,2019,3,롯데,118,108,906 2/3,15,0,161,272,56,0.967,0,0,0,-
오윤석,2루수,0.387,2019,25,롯데,30,24,176 1/3,1,0,44,60,12,0.99,0,0,0,-
문규현,3루수,0.384,2019,38,롯데,16,11,105,2,0,7,35,3,0.955,0,0,0,-
나균안,포수,0.373,2019,4,롯데,103,66,556 2/3,5,1,474,42,7,0.99,1,40,24,37.5
정보근,포수,0.286,2019,40,롯데,15,10,89 2/3,0,0,72,7,1,1.000,0,5,4,44.4
윌슨,1루수,0.275,2019,46,롯데,13,12,104,0,0,100,11,9,1.000,0,0,0,-
조홍석,우익수,0.268,2019,47,롯데,12,7,55 1/3,0,0,17,1,0,1.000,0,0,0,-
아수아헤,2루수,0.186,2019,14,롯데,48,43,385 2/3,3,0,96,120,24,0.986,0,0,0,-
안중열,포수,0.161,2019,7,롯데,73,42,381 2/3,5,1,286,31,2,0.984,7,26,8,23.5
김동한,3루수,0.157,2019,58,롯데,9,5,47 1/3,0,0,6,11,3,1.000,0,0,0,-
전병우,1루수,0.154,2019,51,롯데,11,8,64 1/3,1,0,66,4,4,0.986,0,0,0,-
나경민,좌익수,0.131,2019,72,롯데,5,1,16,0,0,6,0,0,1.000,0,0,0,-
나경민,중견수,0.109,2019,38,롯데,16,7,77,0,0,21,0,0,1.000,0,0,0,-
나경민,우익수,0.100,2019,66,롯데,7,2,26 2/3,0,0,8,0,0,1.000,0,0,0,-
조홍석,중견수,0.078,2019,37,롯데,17,3,44 1/3,0,0,9,0,0,1.000,0,0,0,-
전준우,중견수,0.074,2019,81,롯데,3,2,17,0,0,5,0,0,1.000,0,0,0,-
신본기,2루수,0.063,2019,78,롯데,4,1,21,0,0,3,8,1,1.000,0,0,0,-
김사훈,포수,0.057,2019,81,롯데,3,0,6,0,0,5,0,0,1.000,0,0,0,-
황진수,3루수,0.053,2019,72,롯데,5,0,9 1/3,0,0,0,1,1,1.000,0,0,0,-
조홍석,좌익수,0.051,2019,68,롯데,6,2,26,0,0,6,1,0,1.000,0,0,0,-
오윤석,3루수,0.036,2019,72,롯데,5,1,15 1/3,1,0,3,3,0,0.857,0,0,0,-
김문호,우익수,0.019,2019,58,롯데,9,6,56 1/3,0,0,10,0,0,1.000,0,0,0,-
김동한,유격수,0.012,2019,87,롯데,2,0,6,0,0,0,1,0,1.000,0,0,0,-
전병우,유격수,0.005,2019,81,롯데,3,1,8,0,0,0,2,0,1.000,0,0,0,-
전병우,3루수,-0.006,2019,81,롯데,3,1,12,0,0,0,1,0,1.000,0,0,0,-
정훈,중견수,-0.008,2019,30,롯데,27,17,156 1/3,2,0,43,0,0,0.956,0,0,0,-
정훈,1루수,-0.010,2019,17,롯데,42,25,238 2/3,1,0,218,14,25,0.996,0,0,0,-
신본기,3루수,-0.010,2019,81,롯데,3,2,15,0,0,1,1,1,1.000,0,0,0,-
이찬건,중견수,-0.012,2019,87,롯데,2,0,6,0,0,1,0,0,1.000,0,0,0,-
문규현,1루수,-0.017,2019,68,롯데,6,1,13,0,0,15,1,2,1.000,0,0,0,-
정준혁,좌익수,-0.025,2019,81,롯데,3,2,22,0,0,2,0,0,1.000,0,0,0,-
손아섭,우익수,-0.027,2019,2,롯데,129,125,1066 2/3,4,0,251,6,2,0.985,0,0,0,-
강로한,2루수,-0.028,2019,21,롯데,38,33,264 2/3,5,0,60,118,25,0.973,0,0,0,-
허일,1루수,-0.037,2019,72,롯데,5,1,15 1/3,0,0,14,2,2,1.000,0,0,0,-
문규현,유격수,-0.042,2019,44,롯데,14,3,34,1,0,6,12,3,0.947,0,0,0,-
정훈,2루수,-0.048,2019,91,롯데,1,0,2,1,0,1,0,0,0.500,0,0,0,-
전병우,2루수,-0.053,2019,78,롯데,4,2,16 1/3,1,0,1,4,1,0.833,0,0,0,-
김동한,2루수,-0.053,2019,34,롯데,22,14,124,2,0,26,39,11,0.970,0,0,0,-
배성근,2루수,-0.062,2019,44,롯데,14,5,61,1,0,16,20,6,0.973,0,0,0,-
허일,중견수,-0.077,2019,40,롯데,15,13,96,1,0,18,0,0,0.947,0,0,0,-
허일,좌익수,-0.082,2019,62,롯데,8,3,27,0,0,6,0,0,1.000,0,0,0,-
윌슨,2루수,-0.086,2019,78,롯데,4,2,15 2/3,0,0,5,6,1,1.000,0,0,0,-
김문호,좌익수,-0.088,2019,62,롯데,8,3,30,0,0,9,0,0,1.000,0,0,0,-
민병헌,우익수,-0.096,2019,72,롯데,5,2,24,0,0,7,0,0,1.000,0,0,0,-
강로한,3루수,-0.134,2019,30,롯데,27,23,183 1/3,3,0,18,39,1,0.95,0,0,0,-
배성근,유격수,-0.135,2019,72,롯데,5,2,18 2/3,0,0,2,8,1,1.000,0,0,0,-
허일,우익수,-0.151,2019,58,롯데,9,2,25,0,0,3,0,0,1.000,0,0,0,-
한동희,1루수,-0.169,2019,57,롯데,10,6,54 2/3,1,0,46,5,5,0.981,0,0,0,-
채태인,1루수,-0.178,2019,10,롯데,53,45,342 1/3,1,0,338,25,30,0.997,0,0,0,-
