순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,민병헌,롯데,101,19,13,6,68.4,6,0
1,손아섭,롯데,134,21,13,8,61.9,3,1
3,전준우,롯데,141,10,8,2,80.0,7,1
4,강로한,롯데,104,8,7,1,87.5,3,2
5,아수아헤,롯데,49,6,4,2,66.7,2,1
5,정훈,롯데,88,7,4,3,57.1,2,0
7,김동한,롯데,42,5,3,2,60.0,0,0
7,신본기,롯데,121,6,3,3,50.0,1,1
9,김문호,롯데,51,2,2,0,100,0,0
9,나경민,롯데,45,2,2,0,100,1,0
9,허일,롯데,71,3,2,1,66.7,0,0
12,배성근,롯데,36,1,1,0,100,0,0
12,윌슨,롯데,68,3,1,2,33.3,7,0
12,조홍석,롯데,42,1,1,0,100,0,0
12,한동희,롯데,59,1,1,0,100,1,0
16,고승민,롯데,30,0,0,0,-,2,0
16,고효준,롯데,1,0,0,0,-,0,0
16,구승민,롯데,2,0,0,0,-,0,0
16,김민수,롯데,11,0,0,0,-,1,0
16,김사훈,롯데,3,0,0,0,-,0,0
16,김준태,롯데,43,0,0,0,-,4,0
16,나균안,롯데,104,0,0,0,-,1,0
16,문규현,롯데,40,0,0,0,-,2,0
16,박시영,롯데,3,0,0,0,-,0,0
16,박진형,롯데,2,0,0,0,-,0,0
16,손승락,롯데,2,0,0,0,-,0,0
16,신윤후,롯데,17,0,0,0,-,0,0
16,안중열,롯데,73,1,0,1,0.0,1,1
16,오윤석,롯데,76,0,0,0,-,1,1
16,오현택,롯데,1,0,0,0,-,0,0
16,이대호,롯데,135,0,0,0,-,3,0
16,이병규,롯데,8,0,0,0,-,0,0
16,이찬건,롯데,2,0,0,0,-,0,0
16,전병우,롯데,29,0,0,0,-,1,0
16,정보근,롯데,15,0,0,0,-,0,0
16,정성종,롯데,2,0,0,0,-,0,0
16,정준혁,롯데,6,0,0,0,-,0,0
16,채태인,롯데,59,0,0,0,-,0,0
16,최설우,롯데,1,0,0,0,-,0,0
16,황진수,롯데,6,0,0,0,-,0,0
