선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
최진행,한화,0.231,12,28,35,0.80,3,0.32,4.03,0.205,15.1,0.242
백진우,한화,0.227,3,5,11,0.45,0,0.00,4.00,0.068,2.8,0.191
변우혁,한화,0.226,2,11,13,0.85,0,0.41,4.11,0.075,4.9,0.223
오선진,한화,0.224,19,111,124,0.90,5,0.53,3.92,0.064,37.9,0.21
김인환,한화,0.214,1,14,12,1.17,0,0.22,3.52,0.024,3.1,0.167
김종민,한화,0.200,1,7,2,3.50,0,0.00,3.76,0.150,1.1,0.178
노시환,한화,0.186,10,42,31,1.35,0,0.15,4.03,0.073,9.6,0.173
박한결,한화,0.182,0,4,1,4.00,0,0.00,3.36,0.000,-0.5,0.127
양성우,한화,0.168,4,45,26,1.73,0,0.32,3.91,0.050,5.0,0.157
유로결,한화,0.164,2,15,15,1.00,0,0.29,3.70,0.073,4.0,0.163
이창열,한화,0.154,0,2,4,0.50,0,0.20,3.44,0.000,0.3,0.159
장운호,한화,0.100,0,4,4,1.00,0,1.00,3.58,0.000,-0.3,0.107
김경태,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
김종수,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
김창혁,한화,0.000,0,1,0,-,0,0.00,3.50,0.000,-0.2,0.0
박상언,한화,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
박준혁,한화,0.000,0,1,0,-,0,0.00,6.00,0.000,-0.2,0.0
서폴드,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
신정락,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
안영명,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
이원석,한화,0.000,0,1,0,-,0,0.40,4.78,0.000,0.8,0.15
임준섭,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
정우람,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
