선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
양의지,포수,1.982,2023,두산,97,93,773,3,1,635,48,8,0.996,6,28,17,37.8
김재호,유격수,1.228,2023,두산,86,71,611 1/3,9,0,119,166,43,0.969,0,0,0,-
허경민,3루수,0.738,2023,두산,126,116,997 2/3,5,0,90,155,15,0.980,0,0,0,-
박준영,3루수,0.553,2023,두산,29,19,178 2/3,2,0,17,32,2,0.961,0,0,0,-
정수빈,중견수,0.547,2023,두산,135,131,1111,0,0,318,8,2,1.000,0,0,0,-
이유찬,2루수,0.382,2023,두산,67,41,394,12,0,107,123,27,0.950,0,0,0,-
강승호,2루수,0.298,2023,두산,93,85,724,13,0,187,210,37,0.968,0,0,0,-
이유찬,유격수,0.29,2023,두산,30,21,181 1/3,4,0,34,54,9,0.957,0,0,0,-
조수행,우익수,0.195,2023,두산,61,34,316 1/3,2,0,72,2,1,0.974,0,0,0,-
조수행,좌익수,0.138,2023,두산,48,3,113 2/3,0,0,33,0,0,1.000,0,0,0,-
이유찬,3루수,0.041,2023,두산,3,0,7,0,0,2,4,2,1.000,0,0,0,-
이유찬,3루수,0.041,2023,두산,3,0,7,0,0,2,4,2,1.000,0,0,0,-
조수행,중견수,0.038,2023,두산,35,12,150 2/3,0,0,54,0,0,1.000,0,0,0,-
안재석,2루수,0.033,2023,두산,4,2,21,0,0,4,4,2,1.000,0,0,0,-
안재석,2루수,0.033,2023,두산,4,2,21,0,0,4,4,2,1.000,0,0,0,-
홍성호,1루수,0.033,2023,두산,1,0,3,0,0,1,0,0,1.000,0,0,0,-
홍성호,1루수,0.033,2023,두산,1,0,3,0,0,1,0,0,1.000,0,0,0,-
양찬열,좌익수,0.031,2023,두산,6,0,10,0,0,2,0,0,1.000,0,0,0,-
양찬열,좌익수,0.031,2023,두산,6,0,10,0,0,2,0,0,1.000,0,0,0,-
안재석,3루수,0.015,2023,두산,6,3,30,0,0,4,5,0,1.000,0,0,0,-
안재석,3루수,0.015,2023,두산,6,3,30,0,0,4,5,0,1.000,0,0,0,-
서예일,3루수,0.008,2023,두산,2,0,8,0,0,2,0,0,1.000,0,0,0,-
서예일,3루수,0.008,2023,두산,2,0,8,0,0,2,0,0,1.000,0,0,0,-
전민재,1루수,0.004,2023,두산,2,0,3 2/3,0,0,0,1,0,1.000,0,0,0,-
전민재,1루수,0.004,2023,두산,2,0,3 2/3,0,0,0,1,0,1.000,0,0,0,-
전민재,2루수,0.001,2023,두산,3,0,3,0,0,0,0,0,-,0,0,0,-
전민재,2루수,0.001,2023,두산,3,0,3,0,0,0,0,0,-,0,0,0,-
신성현,1루수,-0.002,2023,두산,5,1,17 1/3,0,0,14,1,2,1.000,0,0,0,-
신성현,1루수,-0.002,2023,두산,5,1,17 1/3,0,0,14,1,2,1.000,0,0,0,-
양찬열,우익수,-0.005,2023,두산,34,22,212 2/3,0,0,50,3,2,1.000,0,0,0,-
박지훈,3루수,-0.009,2023,두산,3,1,6 1/3,0,0,0,1,0,1.000,0,0,0,-
박지훈,3루수,-0.009,2023,두산,3,1,6 1/3,0,0,0,1,0,1.000,0,0,0,-
전민재,유격수,-0.01,2023,두산,3,2,16,0,0,7,3,2,1.000,0,0,0,-
