선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
정수빈,두산,141,21,15,6,71.4,6,0
허경민,두산,117,20,14,6,70.0,4,1
이유찬,두산,101,17,13,4,76.5,2,0
오재원,두산,85,15,10,5,66.7,3,1
박건우,두산,129,10,8,2,80.0,4,1
김재호,두산,120,8,6,2,75.0,6,0
김재환,두산,140,6,6,0,100,2,0
박세혁,두산,124,8,5,3,62.5,6,0
조수행,두산,44,5,3,2,60.0,0,0
안권수,두산,68,3,2,1,66.7,4,0
오재일,두산,127,3,2,1,66.7,7,0
최주환,두산,140,4,2,2,50.0,5,0
국해성,두산,46,2,1,1,50.0,0,0
권민석,두산,55,1,1,0,100,0,0
권휘,두산,1,0,0,0,-,0,0
김강률,두산,2,0,0,0,-,0,0
김민규,두산,3,0,0,0,-,0,0
김인태,두산,77,0,0,0,-,0,0
박지훈,두산,10,0,0,0,-,0,0
백동훈,두산,27,0,0,0,-,0,0
서예일,두산,40,0,0,0,-,0,0
신성현,두산,9,0,0,0,-,0,0
양찬열,두산,17,0,0,0,-,0,0
오명진,두산,5,0,0,0,-,0,0
윤명준,두산,1,0,0,0,-,0,0
이승민,두산,3,0,0,0,-,0,0
이영하,두산,1,0,0,0,-,0,0
이형범,두산,1,0,0,0,-,0,0
장승현,두산,23,0,0,0,-,0,0
정상호,두산,42,0,0,0,-,0,1
조제영,두산,1,0,0,0,-,0,0
최용제,두산,28,0,0,0,-,0,0
페르난데스,두산,144,1,0,1,0.0,9,0
함덕주,두산,2,0,0,0,-,0,0
홍건희,두산,1,0,0,0,-,0,0
