선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박세혁,포수,1.628,2022,두산,126,110,884,5,0,689,68,10,0.993,7,74,21,22.1
안재석,유격수,1.149,2022,두산,72,54,459 2/3,13,0,99,144,36,0.949,0,0,0,-
강승호,2루수,1.103,2022,두산,124,110,945 1/3,14,0,204,300,69,0.973,0,0,0,-
김재호,유격수,0.547,2022,두산,98,61,580,6,0,111,184,43,0.980,0,0,0,-
전민재,유격수,0.405,2022,두산,14,11,86 2/3,2,0,18,30,6,0.960,0,0,0,-
김인태,우익수,0.292,2022,두산,49,47,342,1,0,75,1,0,0.987,0,0,0,-
박계범,2루수,0.269,2022,두산,23,15,127,0,0,23,45,8,1.000,0,0,0,-
정수빈,중견수,0.253,2022,두산,124,109,979 2/3,1,0,289,3,0,0.997,0,0,0,-
양찬열,좌익수,0.203,2022,두산,11,2,31 1/3,0,0,10,0,0,1.000,0,0,0,-
김대한,중견수,0.175,2022,두산,12,4,49,0,0,22,0,0,1.000,0,0,0,-
신성현,좌익수,0.158,2022,두산,7,5,36,0,0,8,1,1,1.000,0,0,0,-
김재호,3루수,0.152,2022,두산,7,4,34,0,0,3,10,0,1.000,0,0,0,-
안재석,2루수,0.124,2022,두산,18,13,101 1/3,2,0,30,45,7,0.974,0,0,0,-
오재원,2루수,0.118,2022,두산,8,5,44,0,0,11,10,2,1.000,0,0,0,-
장승현,포수,0.105,2022,두산,59,24,260 1/3,4,0,194,14,1,0.981,2,15,4,21.1
안승한,포수,0.082,2022,두산,29,8,96,0,0,77,10,2,1.000,2,2,5,71.4
박계범,유격수,0.062,2022,두산,25,13,108 2/3,4,0,13,27,5,0.909,0,0,0,-
서예일,2루수,0.056,2022,두산,17,1,44 2/3,0,0,10,17,3,1.000,0,0,0,-
신성현,우익수,0.053,2022,두산,3,1,9,0,0,3,0,0,1.000,0,0,0,-
홍성호,중견수,0.052,2022,두산,1,1,5,0,0,1,0,0,1.000,0,0,0,-
강진성,좌익수,0.043,2022,두산,4,1,10,0,0,5,0,0,1.000,0,0,0,-
이유찬,3루수,0.016,2022,두산,5,3,26 2/3,1,0,5,7,1,0.923,0,0,0,-
권민석,3루수,0.011,2022,두산,5,0,11,0,0,1,1,1,1.000,0,0,0,-
전민재,3루수,0.004,2022,두산,5,0,10,0,0,1,0,0,1.000,0,0,0,-
이유찬,2루수,0.001,2022,두산,1,0,1 1/3,0,0,1,0,0,1.000,0,0,0,-
강진성,1루수,0.000,2022,두산,22,13,133 1/3,0,0,121,7,14,1.000,0,0,0,-
이유찬,좌익수,-0.001,2022,두산,1,0,2,0,0,0,0,0,-,0,0,0,-
김대한,좌익수,-0.001,2022,두산,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
홍성호,좌익수,-0.001,2022,두산,3,0,6,0,0,0,0,0,-,0,0,0,-
송승환,1루수,-0.002,2022,두산,1,0,2,0,0,4,0,0,1.000,0,0,0,-
강승호,1루수,-0.004,2022,두산,23,3,59 1/3,0,0,52,10,4,1.000,0,0,0,-
안재석,3루수,-0.011,2022,두산,3,2,16,0,0,1,2,0,1.000,0,0,0,-
송승환,우익수,-0.012,2022,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
김민혁,3루수,-0.016,2022,두산,3,1,14,0,0,2,2,0,1.000,0,0,0,-
박계범,3루수,-0.021,2022,두산,30,17,159,4,0,16,25,2,0.911,0,0,0,-
조수행,중견수,-0.026,2022,두산,24,8,85 2/3,0,0,18,0,0,1.000,0,0,0,-
김인태,좌익수,-0.033,2022,두산,26,16,136,0,0,28,0,0,1.000,0,0,0,-
안권수,중견수,-0.039,2022,두산,22,18,131 2/3,1,0,33,1,0,0.971,0,0,0,-
서예일,3루수,-0.052,2022,두산,16,0,31 1/3,1,0,0,6,1,0.857,0,0,0,-
안권수,좌익수,-0.055,2022,두산,6,0,13 2/3,0,0,3,0,0,1.000,0,0,0,-
이유찬,유격수,-0.057,2022,두산,7,5,38 1/3,2,0,3,10,1,0.867,0,0,0,-
강현구,좌익수,-0.071,2022,두산,1,1,8,1,0,2,0,0,0.667,0,0,0,-
신성현,1루수,-0.084,2022,두산,2,1,4 2/3,2,0,3,0,0,0.600,0,0,0,-
전민재,2루수,-0.096,2022,두산,8,0,13 2/3,0,0,5,3,1,1.000,0,0,0,-
조수행,좌익수,-0.096,2022,두산,47,7,152,0,0,45,1,0,1.000,0,0,0,-
양찬열,우익수,-0.099,2022,두산,26,21,163 2/3,1,0,35,1,0,0.973,0,0,0,-
김태근,중견수,-0.102,2022,두산,2,2,16 1/3,0,0,4,0,0,1.000,0,0,0,-
김인태,중견수,-0.105,2022,두산,2,2,12,1,0,5,0,0,0.833,0,0,0,-
강현구,우익수,-0.113,2022,두산,1,1,3 2/3,1,0,0,0,0,0.000,0,0,0,-
박유연,포수,-0.146,2022,두산,10,2,32,0,0,29,3,0,1.000,1,3,0,0.0
서예일,유격수,-0.149,2022,두산,3,0,4 2/3,2,0,0,1,0,0.333,0,0,0,-
안권수,우익수,-0.161,2022,두산,52,39,366 1/3,6,0,82,4,0,0.935,0,0,0,-
김민혁,포수,-0.165,2022,두산,1,0,6,0,0,9,0,0,1.000,1,1,0,0.0
홍성호,우익수,-0.174,2022,두산,6,2,18,0,0,2,0,0,1.000,0,0,0,-
강진성,우익수,-0.181,2022,두산,7,6,35 1/3,0,0,3,0,0,1.000,0,0,0,-
김민혁,1루수,-0.231,2022,두산,17,12,106 1/3,2,0,95,5,10,0.980,0,0,0,-
오재원,1루수,-0.244,2022,두산,8,3,35 2/3,0,0,24,2,8,1.000,0,0,0,-
김대한,우익수,-0.245,2022,두산,43,20,222 2/3,0,0,43,1,0,1.000,0,0,0,-
조수행,우익수,-0.326,2022,두산,40,6,117 2/3,0,0,21,1,0,1.000,0,0,0,-
페르난데스,1루수,-0.365,2022,두산,29,29,243,2,0,227,11,24,0.992,0,0,0,-
송승환,좌익수,-0.426,2022,두산,7,6,57,0,0,12,0,0,1.000,0,0,0,-
김재환,좌익수,-1.288,2022,두산,105,104,825 2/3,3,0,191,6,0,0.985,0,0,0,-
허경민,3루수,-1.341,2022,두산,120,117,976 1/3,9,0,111,158,17,0.968,0,0,0,-
양석환,1루수,-1.514,2022,두산,85,83,685,10,0,629,55,54,0.986,0,0,0,-
권민석,유격수,,2022,두산,2,0,1 1/3,0,0,0,0,0,-,0,0,0,-
허경민,2루수,,2022,두산,1,0,2,0,0,0,2,0,1.000,0,0,0,-
홍성호,1루수,,2022,두산,1,0,1,0,0,1,0,0,1.000,0,0,0,-
권민석,1루수,,2022,두산,6,0,9,0,0,10,0,0,1.000,0,0,0,-
강승호,3루수,,2022,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
최용제,포수,,2022,두산,1,0,1,0,0,1,0,0,1.000,0,0,0,-
