선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
허경민,3루수,0.646,2020,두산,103,99,872 2/3,8,0,84,160,22,0.968,0,0,0,-
최주환,2루수,0.564,2020,두산,113,109,813 2/3,8,0,183,251,55,0.982,0,0,0,-
김재호,유격수,0.461,2020,두산,120,113,961 2/3,13,0,137,289,59,0.970,0,0,0,-
허경민,유격수,0.455,2020,두산,15,14,114 1/3,1,0,19,38,6,0.983,0,0,0,-
이유찬,유격수,0.397,2020,두산,22,6,67,2,0,20,17,3,0.949,0,0,0,-
박세혁,포수,0.359,2020,두산,118,106,880 2/3,8,1,752,38,5,0.990,2,59,14,19.2
서예일,2루수,0.237,2020,두산,20,0,38 2/3,0,0,5,16,4,1.000,0,0,0,-
정수빈,중견수,0.210,2020,두산,141,133,1162 2/3,1,0,328,7,3,0.997,0,0,0,-
페르난데스,1루수,0.197,2020,두산,26,24,191 2/3,1,0,170,10,21,0.994,0,0,0,-
양찬열,우익수,0.091,2020,두산,9,4,38 2/3,0,0,10,0,0,1.000,0,0,0,-
안권수,중견수,0.078,2020,두산,9,0,26,0,0,8,0,0,1.000,0,0,0,-
백동훈,우익수,0.069,2020,두산,11,0,27,0,0,9,0,0,1.000,0,0,0,-
조수행,중견수,0.049,2020,두산,9,0,19,0,0,6,0,0,1.000,0,0,0,-
장승현,포수,0.046,2020,두산,23,4,62 1/3,0,0,49,2,2,1.000,1,9,1,10.0
백동훈,좌익수,0.046,2020,두산,10,0,13,1,0,6,0,0,0.857,0,0,0,-
안권수,우익수,0.039,2020,두산,23,0,54 1/3,0,0,16,1,0,1.000,0,0,0,-
권민석,1루수,0.018,2020,두산,18,0,22,0,0,16,2,1,1.000,0,0,0,-
백동훈,중견수,0.008,2020,두산,9,1,16,0,0,6,0,0,1.000,0,0,0,-
이유찬,2루수,0.008,2020,두산,36,2,67 2/3,2,0,18,21,3,0.951,0,0,0,-
박지훈,2루수,0.001,2020,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
국해성,1루수,-0.003,2020,두산,2,0,4,0,0,3,0,1,1.000,0,0,0,-
오재원,1루수,-0.005,2020,두산,3,0,8,1,0,7,0,0,0.875,0,0,0,-
오명진,2루수,-0.007,2020,두산,2,0,4,0,0,1,1,0,1.000,0,0,0,-
양찬열,좌익수,-0.009,2020,두산,6,1,10,0,0,1,1,0,1.000,0,0,0,-
최주환,3루수,-0.017,2020,두산,18,17,141,2,0,10,29,3,0.951,0,0,0,-
이승민,포수,-0.028,2020,두산,2,0,2,0,0,2,1,0,1.000,0,0,0,-
김인태,우익수,-0.032,2020,두산,13,5,49,0,0,13,0,0,1.000,0,0,0,-
최용제,1루수,-0.041,2020,두산,3,0,4,1,0,2,0,1,0.667,0,0,0,-
최용제,포수,-0.042,2020,두산,25,9,112 1/3,2,0,75,5,1,0.976,1,8,4,33.3
신성현,1루수,-0.054,2020,두산,6,0,10,0,0,8,0,1,1.000,0,0,0,-
서예일,유격수,-0.074,2020,두산,12,2,29,2,0,5,10,3,0.882,0,0,0,-
정상호,포수,-0.146,2020,두산,42,25,223 1/3,2,0,192,15,1,0.990,2,15,3,16.7
안권수,좌익수,-0.147,2020,두산,33,0,60 1/3,0,0,15,0,0,1.000,0,0,0,-
최주환,1루수,-0.158,2020,두산,21,10,104 1/3,0,0,92,7,10,1.000,0,0,0,-
국해성,좌익수,-0.175,2020,두산,10,6,49,0,0,10,0,0,1.000,0,0,0,-
박건우,중견수,-0.179,2020,두산,10,10,62,0,0,19,0,0,1.000,0,0,0,-
김인태,좌익수,-0.180,2020,두산,36,10,124 2/3,0,0,26,0,0,1.000,0,0,0,-
조수행,우익수,-0.207,2020,두산,23,8,99 2/3,1,0,23,0,0,0.958,0,0,0,-
오재원,2루수,-0.224,2020,두산,69,33,359 2/3,4,0,84,111,27,0.980,0,0,0,-
서예일,3루수,-0.244,2020,두산,12,3,30,1,0,4,2,2,0.857,0,0,0,-
박건우,우익수,-0.258,2020,두산,121,114,902,2,0,214,7,4,0.991,0,0,0,-
권민석,3루수,-0.290,2020,두산,25,5,75,1,0,6,8,1,0.933,0,0,0,-
이유찬,3루수,-0.337,2020,두산,30,17,145,2,0,17,30,7,0.959,0,0,0,-
국해성,우익수,-0.394,2020,두산,30,13,113,1,0,25,1,0,0.963,0,0,0,-
권민석,유격수,-0.494,2020,두산,19,6,67 2/3,1,0,6,18,3,0.960,0,0,0,-
오재일,1루수,-1.551,2020,두산,115,110,927 1/3,3,0,833,36,75,0.997,0,0,0,-
김재환,좌익수,-1.593,2020,두산,127,127,1014 2/3,2,0,247,5,1,0.992,0,0,0,-
박세혁,우익수,,2020,두산,1,0,2,0,0,0,0,0,-,0,0,0,-
박지훈,유격수,,2020,두산,1,0,1,0,0,0,0,0,-,0,0,0,-
조수행,좌익수,,2020,두산,10,0,14,0,0,1,0,0,1.000,0,0,0,-
박지훈,3루수,,2020,두산,1,0,1,0,0,1,1,0,1.000,0,0,0,-
박지훈,1루수,,2020,두산,4,0,5,0,0,7,0,0,1.000,0,0,0,-
